length_mean;length_std;max_length;min_length;max_char_freq;min_char_freq;char_freq_std;code
3.5714285714285716;2.381904571504724;7;1;13;12;0.5;0
4.0;2.3664319132398464;7;1;21;19;1.0;0
3.875;1.7633419974582356;6;1;16;15;0.5;0
5.125;1.5360257159305635;7;2;21;20;0.5;0
3.888888888888889;1.286204100310025;5;1;18;17;0.5;0
4.25;2.165063509461097;7;1;11;6;2.5;0
4.777777777777778;1.7497795275581802;7;1;27;16;5.5;0
4.833333333333333;2.1921577396609844;7;1;15;14;0.5;0
4.4;1.8;7;1;23;21;1.0;0
3.8;1.6;5;1;14;5;4.5;0
4.5;1.8027756377319946;6;1;18;18;0.0;0
4.285714285714286;1.7496355305594127;7;1;16;14;1.0;0
2.888888888888889;1.7916128329552332;7;1;14;12;1.0;0
3.0;1.5811388300841898;5;1;7;5;1.0;0
3.2222222222222223;1.9876159799998132;7;1;18;11;3.5;0
3.8;2.1354156504062622;7;1;22;16;3.0;0
4.333333333333333;2.211083193570267;7;1;20;19;0.5;0
4.5;2.1095023109728985;7;1;24;21;1.5;0
4.625;1.2183492931011204;6;2;23;14;4.5;0
5.2;1.16619037896906;6;3;13;13;0.0;0
3.2;1.469693845669907;5;1;8;8;0.0;0
3.5714285714285716;1.7612611437054218;6;1;14;11;1.5;0
4.75;2.0463381929681126;7;1;23;15;4.0;0
3.5714285714285716;1.5907898179514348;6;1;16;9;3.5;0
3.6666666666666665;2.4267032964268394;7;1;12;10;1.0;0
3.5555555555555554;1.1653431646335017;5;1;16;16;0.0;0
4.444444444444445;1.640535895581489;7;2;23;17;3.0;0
5.25;1.479019945774904;7;2;21;21;0.0;0
4.0;2.0976176963403033;7;1;22;18;2.0;0
2.8;1.7204650534085253;6;1;10;4;3.0;0
3.0;2.345207879911715;7;1;7;5;1.0;0
4.6;2.5768197453450252;7;1;14;9;2.5;0
3.2222222222222223;1.617802197617893;6;1;15;14;0.5;0
3.375;1.653594569415369;6;1;14;13;0.5;0
4.0;2.516611478423583;7;1;13;11;1.0;0
4.75;2.277608394786075;7;2;14;5;4.5;0
4.222222222222222;1.8121673811444545;7;1;20;18;1.0;0
4.166666666666667;2.3392781412697;7;1;15;10;2.5;0
3.2857142857142856;2.0503857277724746;7;1;15;8;3.5;0
2.0;0.816496580927726;3;1;5;1;2.0;0
4.285714285714286;1.9059520091609048;7;1;16;14;1.0;0
4.2;2.4819347291981715;7;1;12;9;1.5;0
3.3333333333333335;1.1547005383792515;5;1;15;15;0.0;0
3.0;1.7638342073763937;7;1;15;12;1.5;0
3.5;2.0615528128088303;6;1;10;4;3.0;0
2.5;0.9574271077563381;4;1;9;6;1.5;0
4.428571428571429;2.381904571504724;7;1;19;12;3.5;0
4.25;1.984313483298443;7;1;18;16;1.0;0
2.5;1.118033988749895;4;1;7;3;2.0;0
3.8;1.9390719429665317;7;1;11;8;1.5;0
3.8;2.1354156504062622;7;1;19;19;0.0;0
3.375;1.9324531042175384;7;1;16;11;2.5;0
3.75;2.165063509461097;7;1;9;6;1.5;0
2.75;1.479019945774904;5;1;6;5;0.5;0
5.0;2.0;7;1;21;19;1.0;0
3.2;1.7204650534085253;6;1;11;5;3.0;0
4.222222222222222;2.042752923427804;7;1;22;16;3.0;0
3.4444444444444446;1.7708197167232473;6;1;17;14;1.5;0
3.8333333333333335;1.8633899812498247;6;1;15;8;3.5;0
3.625;1.4086784586980805;5;1;16;13;1.5;0
5.0;2.0548046676563256;7;1;26;19;3.5;0
5.222222222222222;1.9876159799998132;7;2;26;21;2.5;0
4.6;2.2891046284519194;7;1;24;22;1.0;0
4.285714285714286;1.979486637221574;7;1;18;12;3.0;0
4.888888888888889;1.5947444549341472;7;2;23;21;1.0;0
4.7;2.238302928559939;7;1;24;23;0.5;0
4.714285714285714;2.3733211036908783;7;2;18;15;1.5;0
3.8333333333333335;1.8633899812498247;6;2;13;10;1.5;0
4.142857142857143;1.7261494247992246;6;2;18;11;3.5;0
3.375;1.9324531042175384;7;1;14;13;0.5;0
4.4;1.8;7;1;25;19;3.0;0
3.857142857142857;1.8070158058105026;6;1;17;10;3.5;0
4.555555555555555;1.0657403385139377;6;2;23;18;2.5;0
4.428571428571429;1.6781914463529615;6;2;18;13;2.5;0
4.8;1.8330302779823362;7;1;29;19;5.0;0
4.2;2.0396078054371136;7;1;27;15;6.0;0
4.666666666666667;2.1602468994692865;7;1;23;19;2.0;0
3.0;1.632993161855452;5;1;7;2;2.5;0
3.5;2.179449471770337;7;1;8;6;1.0;0
3.857142857142857;1.6413036132965795;7;2;14;13;0.5;0
3.625;1.9324531042175384;7;1;19;10;4.5;0
4.222222222222222;1.8724777273725242;7;1;22;16;3.0;0
4.571428571428571;1.5907898179514348;7;3;18;14;2.0;0
4.142857142857143;2.356060357495806;7;1;15;14;0.5;0
3.875;2.0879116360612584;7;1;16;15;0.5;0
3.5;1.6072751268321592;6;1;11;10;0.5;0
4.571428571428571;2.3211538298959886;7;1;17;15;1.0;0
4.666666666666667;2.0548046676563256;7;1;15;13;1.0;0
4.333333333333333;2.4267032964268394;7;1;16;10;3.0;0
3.142857142857143;2.0303814862216996;7;1;12;10;1.0;0
5.0;1.6583123951777;7;2;24;16;4.0;0
4.0;0.816496580927726;5;3;6;6;0.0;0
4.2;2.3151673805580453;7;1;12;9;1.5;0
4.8;2.181742422927143;7;1;25;23;1.0;0
4.888888888888889;2.078698548207745;7;1;23;21;1.0;0
4.888888888888889;2.078698548207745;7;1;24;20;2.0;0
3.2;1.7204650534085253;6;1;10;6;2.0;0
3.2;1.469693845669907;6;2;8;8;0.0;0
4.1;2.0223748416156684;7;1;22;19;1.5;0
3.3333333333333335;1.8856180831641267;7;1;13;7;3.0;0
3.888888888888889;1.7284832429004495;6;1;18;17;0.5;0
3.5714285714285716;1.3997084244475304;6;2;15;10;2.5;0
3.75;2.165063509461097;7;1;11;4;3.5;0
4.0;2.0;7;1;20;12;4.0;0
4.8;2.227105745132009;7;1;17;7;5.0;0
5.166666666666667;1.7716909687891083;7;2;17;14;1.5;0
4.777777777777778;2.1487866228681907;7;1;23;20;1.5;0
4.2;2.1354156504062622;7;1;15;6;4.5;0
4.75;1.920286436967152;7;1;21;17;2.0;0
3.857142857142857;1.9587584572574412;7;1;17;10;3.5;0
4.333333333333333;2.494438257849294;7;1;9;4;2.5;0
4.75;2.0463381929681126;7;1;20;18;1.0;0
4.333333333333333;2.2110831935702664;7;1;13;13;0.0;0
4.833333333333333;2.1921577396609844;7;1;16;13;1.5;0
4.875;1.899835519196333;7;1;21;18;1.5;0
4.555555555555555;1.5713484026367723;7;2;26;15;5.5;0
3.7;1.676305461424021;7;1;20;17;1.5;0
3.3;1.4866068747318506;6;1;17;16;0.5;0
5.375;2.117634293262177;7;1;24;19;2.5;0
4.0;2.2677868380553634;7;1;14;14;0.0;0
3.4;1.4966629547095764;7;2;18;16;1.0;0
4.25;2.1065374432940898;7;2;19;15;2.0;0
4.285714285714286;2.1189138534559038;7;1;16;14;1.0;0
3.7777777777777777;1.9876159799998132;7;1;18;16;1.0;0
4.3;2.0024984394500787;7;2;22;21;0.5;0
4.6;1.9078784028338913;7;1;24;22;1.0;0
4.875;1.6909686573085854;7;1;20;19;0.5;0
5.0;1.8973665961010275;7;2;32;18;7.0;0
3.857142857142857;1.6413036132965795;6;1;16;11;2.5;0
3.6666666666666665;1.3333333333333333;5;2;18;15;1.5;0
4.5;1.707825127659933;7;2;15;12;1.5;0
4.222222222222222;1.617802197617893;7;2;21;17;2.0;0
4.1;2.2113344387495983;7;1;25;16;4.5;0
4.666666666666667;2.1602468994692865;7;1;25;17;4.0;0
4.75;2.165063509461097;7;1;24;14;5.0;0
3.4285714285714284;1.2936264483053452;5;1;12;12;0.0;0
3.8;1.661324772583615;7;1;19;19;0.0;0
4.166666666666667;1.7716909687891083;7;2;17;8;4.5;0
4.444444444444445;1.7069212773041353;7;1;21;19;1.0;0
3.7777777777777777;1.9876159799998132;7;1;18;16;1.0;0
4.1;1.8681541692269403;6;1;23;18;2.5;0
3.6;1.9595917942265424;7;1;12;6;3.0;0
5.0;2.345207879911715;7;1;16;4;6.0;0
5.333333333333333;1.5634719199411433;7;2;30;18;6.0;0
3.8;2.1354156504062622;7;1;10;9;0.5;0
2.6;1.019803902718557;4;1;7;6;0.5;0
4.166666666666667;1.950783318453271;7;1;15;10;2.5;0
3.8333333333333335;1.950783318453271;7;1;14;9;2.5;0
4.7;1.8466185312619385;7;1;26;21;2.5;0
3.6666666666666665;1.4907119849998598;6;1;17;16;0.5;0
4.6;2.154065922853802;7;1;23;23;0.0;0
4.5;2.362907813126304;7;1;14;13;0.5;0
4.4;2.244994432064365;7;1;29;15;7.0;0
3.75;1.479019945774904;6;2;8;7;0.5;0
3.3333333333333335;1.632993161855452;6;1;15;15;0.0;0
3.7142857142857144;2.249716535431946;7;1;16;10;3.0;0
3.0;1.224744871391589;5;2;8;4;2.0;0
2.6666666666666665;1.699673171197595;5;1;6;2;2.0;0
4.25;1.479019945774904;7;2;17;17;0.0;0
4.125;1.8328597873268975;7;2;17;16;0.5;0
3.142857142857143;2.0303814862216996;7;1;11;11;0.0;0
3.2857142857142856;1.749635530559413;7;1;12;11;0.5;0
4.428571428571429;1.761261143705422;7;2;18;13;2.5;0
3.6;1.7435595774162693;6;1;9;9;0.0;0
3.125;2.027159342528357;6;1;14;11;1.5;0
3.8333333333333335;2.1147629234082532;6;1;14;9;2.5;0
3.142857142857143;1.6413036132965795;6;1;12;10;1.0;0
3.125;1.6909686573085854;7;1;13;12;0.5;0
1.3333333333333333;0.4714045207910317;2;1;2;2;0.0;0
3.875;2.027159342528357;7;1;20;11;4.5;0
4.571428571428571;1.9897697538834458;7;1;17;15;1.0;0
4.0;1.7888543819998317;7;1;28;12;8.0;0
4.4;1.9595917942265424;7;1;23;21;1.0;0
3.75;2.165063509461097;7;1;9;6;1.5;0
3.3333333333333335;1.8257418583505538;7;1;15;15;0.0;0
2.857142857142857;1.2453996981544782;4;1;11;9;1.0;0
3.4285714285714284;1.9166296949998198;6;1;13;11;1.0;0
4.2;1.7776388834631176;6;1;26;16;5.0;0
4.125;2.0879116360612584;7;1;18;15;1.5;0
3.6666666666666665;2.1343747458109497;6;1;11;11;0.0;0
3.7142857142857144;1.385051387833237;6;2;16;10;3.0;0
4.5;1.5;6;2;15;12;1.5;0
4.777777777777778;1.7497795275581802;7;1;24;19;2.5;0
3.7142857142857144;1.749635530559413;6;1;15;11;2.0;0
2.0;1.0;3;1;4;0;2.0;0
3.875;1.7633419974582356;7;1;18;13;2.5;0
3.7;1.7349351572897473;7;1;20;17;1.5;0
3.6666666666666665;1.699673171197595;6;2;8;3;2.5;0
3.0;1.8257418583505538;7;1;16;11;2.5;0
3.0;1.5811388300841898;5;1;6;6;0.0;0
4.333333333333333;1.7950549357115013;7;1;13;13;0.0;0
3.3333333333333335;0.7453559924999298;4;2;11;9;1.0;0
3.375;1.79843682124227;7;1;14;13;0.5;0
3.2857142857142856;1.9794866372215738;7;1;15;8;3.5;0
4.714285714285714;1.8294640678379568;7;2;23;10;6.5;0
4.0;1.9493588689617927;7;1;21;19;1.0;0
3.1666666666666665;2.1147629234082532;6;1;11;8;1.5;0
3.0;0.8944271909999159;4;2;8;7;0.5;0
2.6666666666666665;1.699673171197595;5;1;6;2;2.0;0
4.0;2.3570226039551585;7;1;20;16;2.0;0
3.8333333333333335;1.9507833184532708;6;1;14;9;2.5;0
3.5555555555555554;2.006163342807532;7;1;16;16;0.0;0
3.857142857142857;2.099562636671296;7;1;17;10;3.5;0
4.142857142857143;1.64130361329658;6;1;15;14;0.5;0
4.0;1.9364916731037085;7;1;19;13;3.0;0
3.875;2.027159342528357;7;1;18;13;2.5;0
4.111111111111111;2.1314806770278754;7;1;23;14;4.5;0
3.7142857142857144;1.6659862556700857;6;1;15;11;2.0;0
4.75;1.3919410907075054;7;3;21;17;2.0;0
4.571428571428571;2.1285234893930487;7;1;17;15;1.0;0
3.8;1.7204650534085253;6;1;11;8;1.5;0
4.125;1.964529205687714;7;1;23;10;6.5;0
5.142857142857143;1.456862718169367;7;3;18;18;0.0;0
4.5;2.29128784747792;7;1;10;8;1.0;0
3.375;1.7275343701356567;6;1;19;8;5.5;0
3.7777777777777777;1.9876159799998132;7;1;18;16;1.0;0
3.75;1.713913650100261;7;1;22;8;7.0;0
4.0;2.0548046676563256;7;1;20;16;2.0;0
4.777777777777778;1.617802197617893;7;2;22;21;0.5;0
3.9;2.3;7;1;21;18;1.5;0
4.625;1.9324531042175384;7;1;25;12;6.5;0
4.0;2.0701966780270626;6;1;15;13;1.0;0
3.25;2.277608394786075;7;1;8;5;1.5;0
3.8;2.181742422927143;7;1;23;15;4.0;0
4.9;1.3;7;2;30;19;5.5;0
3.5;2.0;7;1;14;14;0.0;0
5.1;1.5132745950421556;7;2;27;24;1.5;0
3.8;1.8330302779823362;7;2;12;7;2.5;0
4.666666666666667;1.8856180831641267;7;2;14;14;0.0;0
3.3;1.7916472867168916;6;1;19;14;2.5;0
4.142857142857143;2.030381486221699;7;1;16;13;1.5;0
4.2;1.9390719429665317;7;2;11;10;0.5;0
3.0;1.4142135623730951;5;1;8;7;0.5;0
3.8333333333333335;1.3437096247164249;6;2;15;8;3.5;0
4.625;2.1758618981911515;7;1;22;15;3.5;0
4.0;2.449489742783178;7;1;11;1;5.0;0
4.666666666666667;1.4142135623730951;6;2;22;20;1.0;0
2.75;1.479019945774904;5;1;6;5;0.5;0
5.0;1.8257418583505538;7;1;28;17;5.5;0
4.5;2.1563858652847827;7;1;24;21;1.5;0
3.5;2.0615528128088303;6;1;8;6;1.0;0
3.857142857142857;1.8844151368961313;7;1;14;13;0.5;0
3.75;1.713913650100261;7;1;21;9;6.0;0
3.875;1.7633419974582356;7;2;19;12;3.5;0
4.0;1.247219128924647;6;2;19;17;1.0;0
4.875;1.7633419974582356;7;2;25;14;5.5;0
3.9;1.7578395831246947;7;1;20;19;0.5;0
4.8;1.469693845669907;7;3;17;7;5.0;0
3.9;1.9723082923316022;7;1;24;15;4.5;0
5.25;1.8540496217739157;7;1;25;17;4.0;0
4.0;2.0548046676563256;7;1;19;17;1.0;0
5.444444444444445;1.7708197167232476;7;2;26;23;1.5;0
4.666666666666667;2.0548046676563256;7;1;16;12;2.0;0
4.285714285714286;2.0503857277724746;7;1;15;15;0.0;0
4.0;0.7071067811865476;5;3;13;3;5.0;0
4.25;1.984313483298443;7;1;20;14;3.0;0
4.625;2.057759704144291;7;1;24;13;5.5;0
4.0;1.7638342073763937;7;2;19;17;1.0;0
3.2;2.4;7;1;12;4;4.0;0
4.375;2.2325713874364688;7;1;24;11;6.5;0
3.625;1.9324531042175384;7;1;18;11;3.5;0
3.8;2.6381811916545836;7;1;10;9;0.5;0
3.5714285714285716;2.0603150145508513;7;1;13;12;0.5;0
4.625;2.057759704144291;7;1;23;14;4.5;0
3.875;1.8328597873268975;7;1;17;14;1.5;0
3.1666666666666665;2.1921577396609844;7;1;12;7;2.5;0
4.0;2.309401076758503;7;1;15;9;3.0;0
4.222222222222222;1.9876159799998132;7;1;24;14;5.0;0
4.571428571428571;1.6781914463529617;6;1;20;12;4.0;0
5.142857142857143;1.958758457257441;7;2;19;17;1.0;0
4.111111111111111;1.7916128329552332;7;1;23;14;4.5;0
4.25;1.920286436967152;6;1;18;16;1.0;0
4.857142857142857;1.958758457257441;7;2;19;15;2.0;0
4.375;2.2878756522153907;7;1;22;13;4.5;0
4.2;2.0880613017821097;7;1;23;19;2.0;0
3.857142857142857;2.030381486221699;7;1;20;7;6.5;0
4.428571428571429;2.1285234893930487;7;1;16;15;0.5;0
4.875;1.4523687548277813;6;2;21;18;1.5;0
4.5;1.707825127659933;7;2;16;11;2.5;0
4.222222222222222;2.096440251568134;7;1;22;16;3.0;0
3.5;1.707825127659933;7;2;11;10;0.5;0
1.6666666666666667;0.9428090415820634;3;1;3;2;0.5;0
3.1666666666666665;1.950783318453271;7;1;14;5;4.5;0
3.5;1.5;6;2;12;9;1.5;0
4.428571428571429;2.1946130708196026;7;1;20;11;4.5;0
4.111111111111111;2.282515398241571;7;1;21;16;2.5;0
5.333333333333333;2.4267032964268394;7;1;17;15;1.0;0
4.444444444444445;1.9499920860871383;7;1;23;17;3.0;0
4.375;1.7275343701356567;6;2;20;15;2.5;0
3.142857142857143;1.8070158058105024;6;1;11;11;0.0;0
4.0;1.632993161855452;6;2;8;4;2.0;0
3.7777777777777777;1.4740554623801778;6;2;21;13;4.0;0
3.8;2.3151673805580453;7;1;15;4;5.5;0
3.8;2.6381811916545836;7;1;11;8;1.5;0
3.7777777777777777;1.9876159799998132;7;1;21;13;4.0;0
4.5;1.6278820596099706;7;2;23;22;0.5;0
3.4;2.0591260281974;6;1;10;7;1.5;0
3.3333333333333335;1.699673171197595;7;1;18;12;3.0;0
3.5;1.8027756377319946;6;1;7;7;0.0;0
3.5714285714285716;1.498298354528788;7;2;13;12;0.5;0
4.285714285714286;2.249716535431946;7;1;19;11;4.0;0
4.5;1.8027756377319946;7;2;20;16;2.0;0
4.0;2.5495097567963922;7;1;10;6;2.0;0
3.1666666666666665;2.1921577396609844;7;1;11;8;1.5;0
4.3;1.7916472867168916;7;2;25;18;3.5;0
3.1666666666666665;2.1921577396609844;7;1;12;7;2.5;0
5.0;1.8257418583505538;7;1;24;21;1.5;0
3.75;1.0897247358851685;5;2;19;11;4.0;0
4.333333333333333;1.5986105077709065;6;1;14;12;1.0;0
3.875;1.899835519196333;7;1;19;12;3.5;0
3.6666666666666665;1.699673171197595;6;2;7;4;1.5;0
3.857142857142857;2.099562636671296;7;1;16;11;2.5;0
4.2;1.9390719429665317;7;2;15;6;4.5;0
4.857142857142857;1.9587584572574412;7;2;22;12;5.0;0
4.222222222222222;2.1487866228681907;7;1;26;12;7.0;0
3.25;1.3919410907075054;5;1;15;11;2.0;0
3.0;1.5811388300841898;5;1;8;4;2.0;0
2.5;2.0615528128088303;6;1;5;5;0.0;0
4.6;1.2;6;2;28;18;5.0;0
4.111111111111111;2.282515398241571;7;1;19;18;0.5;0
3.5714285714285716;1.9166296949998198;7;1;15;10;2.5;0
3.875;1.8328597873268975;7;1;16;15;0.5;0
3.75;1.5612494995995996;7;2;17;13;2.0;0
4.0;1.8257418583505538;7;1;21;15;3.0;0
2.0;0.816496580927726;3;1;5;1;2.0;0
3.0;0.7071067811865476;4;2;8;4;2.0;0
4.333333333333333;1.9720265943665387;7;1;16;10;3.0;0
4.428571428571429;1.761261143705422;6;1;17;14;1.5;0
3.857142857142857;2.099562636671296;7;1;15;12;1.5;0
3.125;1.6153559979150107;6;1;14;11;1.5;0
4.0;2.5298221281347035;7;1;10;10;0.0;0
3.5;1.8708286933869707;7;1;19;9;5.0;0
3.6;1.4966629547095764;5;1;10;8;1.0;0
2.4;1.4966629547095764;5;1;7;5;1.0;0
4.25;1.920286436967152;7;2;18;16;1.0;0
2.3333333333333335;0.9428090415820634;3;1;5;2;1.5;0
5.375;1.9324531042175384;7;1;22;21;0.5;0
4.6;2.0591260281974;7;1;26;20;3.0;0
4.2;1.9390719429665317;7;2;26;16;5.0;0
3.4;1.7435595774162693;6;1;9;8;0.5;0
3.2;2.4;7;1;11;5;3.0;0
4.5;1.6278820596099706;7;2;27;18;4.5;0
3.4;1.9078784028338915;6;1;19;15;2.0;0
4.0;1.5491933384829668;7;3;13;7;3.0;0
4.875;2.4206145913796355;7;1;24;15;4.5;0
4.222222222222222;2.249828525701843;7;1;20;18;1.0;0
4.25;2.165063509461097;7;1;19;15;2.0;0
4.0;2.04939015319192;7;1;21;19;1.0;0
4.0;2.280350850198276;7;1;21;19;1.0;0
4.6;1.6852299546352716;7;2;24;22;1.0;0
4.5;1.8929694486000912;6;1;14;13;0.5;0
3.7142857142857144;2.0503857277724746;7;1;13;13;0.0;0
4.2;1.8330302779823358;7;1;23;19;2.0;0
1.5;0.5;2;1;3;0;1.5;0
5.0;2.309401076758503;7;1;20;10;5.0;0
3.0;2.160246899469287;6;1;6;3;1.5;0
4.444444444444445;1.7708197167232476;7;1;24;16;4.0;0
3.6;2.33238075793812;7;1;9;9;0.0;0
2.8333333333333335;1.950783318453271;6;1;11;6;2.5;0
1.5;0.5;2;1;4;2;1.0;0
4.428571428571429;1.8405855323893037;7;2;16;15;0.5;0
3.625;1.9324531042175384;7;1;18;11;3.5;0
3.7777777777777777;1.0304020550550783;5;2;21;13;4.0;0
4.0;2.23606797749979;7;1;10;6;2.0;0
3.8;2.1354156504062622;7;1;21;17;2.0;0
4.571428571428571;1.498298354528788;6;2;18;14;2.0;0
4.666666666666667;2.260776661041756;7;1;24;18;3.0;0
3.6666666666666665;1.3743685418725538;5;1;13;9;2.0;0
3.5;2.0615528128088303;7;1;15;6;4.5;0
4.3;1.676305461424021;7;1;23;20;1.5;0
3.888888888888889;2.3778816176702997;7;1;21;14;3.5;0
4.2;2.039607805437114;7;2;13;8;2.5;0
4.7;2.238302928559939;7;1;24;23;0.5;0
4.1;1.6401219466856725;6;1;23;18;2.5;0
3.7142857142857144;2.1189138534559038;7;1;14;12;1.0;0
4.166666666666667;1.950783318453271;6;1;14;11;1.5;0
3.4;2.154065922853802;6;1;12;5;3.5;0
4.555555555555555;1.4229164972072998;7;2;24;17;3.5;0
3.6666666666666665;1.7638342073763937;7;1;17;16;0.5;0
3.4;1.854723699099141;6;1;9;8;0.5;0
3.5;2.247220505424423;7;1;24;11;6.5;0
3.857142857142857;1.8844151368961313;7;1;17;10;3.5;0
3.5;1.707825127659933;7;2;13;8;2.5;0
4.25;1.920286436967152;7;1;21;13;4.0;0
3.8;1.8330302779823358;7;1;21;17;2.0;0
3.4285714285714284;1.761261143705422;7;2;14;10;2.0;0
3.75;2.0463381929681126;7;1;16;14;1.0;0
4.25;2.331844763272204;7;1;18;16;1.0;0
4.2;2.2271057451320084;7;1;21;21;0.0;0
3.5;2.0615528128088303;7;1;18;10;4.0;0
4.1;1.8681541692269403;7;1;23;18;2.5;0
3.75;1.1989578808281798;6;2;17;13;2.0;0
1.3333333333333333;0.4714045207910317;2;1;2;2;0.0;0
4.375;2.1758618981911515;7;1;23;12;5.5;0
4.625;1.653594569415369;7;1;20;17;1.5;0
3.2222222222222223;1.1331154474650633;5;1;18;11;3.5;0
4.571428571428571;1.761261143705422;7;2;22;10;6.0;0
3.9;1.8138357147217055;7;1;24;15;4.5;0
3.875;2.368411915187052;7;1;16;15;0.5;0
3.8;2.6381811916545836;7;1;13;6;3.5;0
3.9;2.118962010041709;7;1;20;19;0.5;0
2.8333333333333335;0.6871842709362768;4;2;10;7;1.5;0
3.3;1.5524174696260025;7;2;17;16;0.5;0
3.25;1.984313483298443;7;1;13;13;0.0;0
5.2;1.9899748742132402;7;2;29;23;3.0;0
3.4285714285714284;2.3211538298959886;7;1;13;11;1.0;0
4.0;1.8708286933869707;7;1;19;13;3.0;0
3.5;2.0;7;1;17;11;3.0;0
2.8;1.7204650534085253;6;1;7;7;0.0;0
2.5;1.5;5;1;9;6;1.5;0
3.9;2.3;7;1;22;17;2.5;0
4.3;1.3453624047073711;6;2;23;20;1.5;0
3.0;2.345207879911715;7;1;6;6;0.0;0
3.25;1.7853571071357126;6;1;8;5;1.5;0
4.333333333333333;1.8856180831641267;7;1;20;19;0.5;0
4.333333333333333;2.309401076758503;7;1;22;17;2.5;0
4.6;1.8547236990991407;7;2;24;22;1.0;0
4.142857142857143;1.958758457257441;6;1;16;13;1.5;0
4.0;2.1908902300206643;7;1;21;19;1.0;0
2.8333333333333335;1.3437096247164249;5;1;10;7;1.5;0
3.0;2.449489742783178;7;1;7;5;1.0;0
3.5;1.7320508075688772;7;1;15;13;1.0;0
2.8333333333333335;1.3437096247164249;5;1;9;8;0.5;0
4.666666666666667;1.9436506316151;7;1;21;21;0.0;0
4.888888888888889;1.5947444549341472;7;3;29;15;7.0;0
4.5;2.179449471770337;7;1;18;18;0.0;0
3.3333333333333335;2.0548046676563256;6;1;8;2;3.0;0
3.7;2.1;7;1;19;18;0.5;0
3.888888888888889;2.0245407953653998;7;1;19;16;1.5;0
3.4;2.244994432064365;7;1;12;5;3.5;0
3.75;2.384848003542364;7;1;8;7;0.5;0
3.75;1.920286436967152;6;1;9;6;1.5;0
3.625;1.653594569415369;6;1;19;10;4.5;0
4.4;2.009975124224178;7;1;26;18;4.0;0
3.3333333333333335;2.0;6;1;17;13;2.0;0
4.428571428571429;2.0603150145508513;7;2;17;14;1.5;0
4.333333333333333;1.9720265943665387;7;1;16;10;3.0;0
3.1666666666666665;2.4094720491334933;7;1;10;9;0.5;0
4.714285714285714;2.1852940772540506;7;1;23;10;6.5;0
3.2;1.7204650534085253;6;1;12;4;4.0;0
3.625;1.5761900266148114;7;2;19;10;4.5;0
3.8333333333333335;1.5723301886761007;6;1;12;11;0.5;0
4.0;2.3979157616563596;7;1;18;14;2.0;0
4.666666666666667;1.7638342073763937;7;1;22;20;1.0;0
4.111111111111111;1.5947444549341472;7;2;20;17;1.5;0
2.888888888888889;1.4487116456005886;5;1;18;8;5.0;0
4.375;1.4086784586980805;7;2;18;17;0.5;0
4.7;1.676305461424021;7;2;31;16;7.5;0
4.0;2.260776661041756;7;1;20;16;2.0;0
3.5;1.8929694486000912;7;1;12;9;1.5;0
3.25;1.3919410907075054;5;1;15;11;2.0;0
5.4;1.42828568570857;7;3;28;26;1.0;0
3.0;0.6324555320336759;4;2;10;5;2.5;0
2.4;1.4966629547095764;5;1;8;4;2.0;0
4.375;1.653594569415369;7;2;21;14;3.5;0
4.0;1.7320508075688772;7;2;18;14;2.0;0
4.0;1.4907119849998598;6;2;18;18;0.0;0
3.7142857142857144;1.9794866372215738;7;1;15;11;2.0;0
3.8333333333333335;2.3392781412697;7;1;14;9;2.5;0
4.5;1.9364916731037085;7;1;18;18;0.0;0
4.25;1.7853571071357126;7;1;18;16;1.0;0
4.5;2.1095023109728985;7;1;23;22;0.5;0
4.777777777777778;2.0427529234278037;7;1;24;19;2.5;0
4.625;1.8666480653835098;7;2;24;13;5.5;0
3.875;2.1469455046647083;7;1;17;14;1.5;0
4.6;2.0099751242241783;7;1;26;20;3.0;0
3.4;1.9078784028338915;7;1;21;13;4.0;0
3.3333333333333335;1.4907119849998598;5;1;11;9;1.0;0
4.333333333333333;1.7950549357115013;7;2;14;12;1.0;0
4.0;2.449489742783178;7;1;13;11;1.0;0
3.7777777777777777;2.1487866228681907;7;1;18;16;1.0;0
4.5;1.5;7;2;20;16;2.0;0
3.7;1.7916472867168918;7;1;21;16;2.5;0
4.0;1.4142135623730951;6;2;9;7;1.0;0
4.125;1.899835519196333;7;1;17;16;0.5;0
3.5;1.5652475842498528;7;1;18;17;0.5;0
4.666666666666667;1.632993161855452;7;1;22;20;1.0;0
4.5;1.5;7;2;20;16;2.0;0
3.75;2.1065374432940898;7;1;15;15;0.0;0
3.6;1.7435595774162693;5;1;9;9;0.0;0
3.0;2.160246899469287;6;1;5;4;0.5;0
4.4;1.9595917942265424;7;1;28;16;6.0;0
4.0;2.2677868380553634;7;1;15;13;1.0;0
2.6;1.624807680927192;5;1;7;6;0.5;0
3.8;2.039607805437114;7;1;10;9;0.5;0
3.4;2.0591260281974;7;1;9;8;0.5;0
4.571428571428571;2.1285234893930487;7;1;20;12;4.0;0
4.75;1.8540496217739157;7;2;22;16;3.0;0
4.0;2.0615528128088303;7;1;18;14;2.0;0
3.2;2.1354156504062622;7;1;11;5;3.0;0
5.0;1.5;7;3;21;19;1.0;0
4.9;1.7578395831246945;7;2;28;21;3.5;0
3.4444444444444446;1.9499920860871383;7;1;16;15;0.5;0
4.375;1.3169567191065923;6;2;23;12;5.5;0
4.0;2.2038926600773587;7;1;14;14;0.0;0
4.0;1.7320508075688772;7;1;21;19;1.0;0
