length_mean;length_std;max_length;min_length;global_zero_character_freq;global_one_character_freq;char_freq_std;zero_char_freq_std;one_char_freq_std;code
5.142857142857143;1.7261494247992246;7;3;16;20;2.0;0.29865727559064026;0.29865727559064026;0
4.428571428571429;2.381904571504724;7;1;16;15;0.5;0.27112918888951887;0.27112918888951887;0
4.375;2.057759704144291;7;1;15;20;2.5;0.23041462153574438;0.23041462153574438;0
4.444444444444445;1.7069212773041351;6;1;21;19;1.0;0.23312748121268467;0.23312748121268467;0
3.5555555555555554;2.1140330656044943;7;1;16;16;0.0;0.36536910517775384;0.36536910517775384;0
5.333333333333333;1.9436506316151;7;1;24;24;0.0;0.2705292609252627;0.2705292609252627;0
4.285714285714286;2.1852940772540506;7;1;20;10;5.0;0.18852253687824516;0.18852253687824513;0
2.875;1.4523687548277813;6;1;16;7;4.5;0.2462831336986852;0.24628313369868518;0
3.0;1.4142135623730951;5;1;9;6;1.5;0.23981474331473265;0.23981474331473263;0
3.9;2.3;7;1;18;21;1.5;0.2865068372665014;0.2865068372665014;0
4.222222222222222;2.042752923427804;7;1;21;17;2.0;0.2737991716469534;0.27379917164695333;0
3.0;1.632993161855452;6;1;10;8;1.0;0.2991758226185836;0.2991758226185836;0
3.875;1.3635890143294642;6;2;15;16;0.5;0.2824050356609575;0.2824050356609575;0
4.4;2.1540659228538015;7;1;11;11;0.0;0.3110890824724649;0.3110890824724649;0
4.125;1.6153559979150107;6;1;14;19;2.5;0.20798929927068632;0.2079892992706863;0
3.75;1.5612494995995996;6;1;16;14;1.0;0.27638539919628335;0.2763853991962833;0
4.666666666666667;1.7638342073763937;7;2;21;21;0.0;0.2706766817019685;0.2706766817019685;0
3.6666666666666665;2.0548046676563256;7;1;14;19;2.5;0.35626661074424154;0.35626661074424154;0
4.4;1.2;7;3;18;26;4.0;0.2298249358398406;0.2298249358398406;0
4.0;2.0;7;1;15;25;5.0;0.32264355907588166;0.32264355907588166;0
4.25;1.8540496217739157;7;1;18;16;1.0;0.2766735243699722;0.2766735243699722;0
4.833333333333333;1.950783318453271;7;1;13;16;1.5;0.24868006302583978;0.2486800630258398;0
3.0;1.632993161855452;6;1;4;14;5.0;0.1949398451058083;0.1949398451058083;0
4.111111111111111;1.7284832429004495;6;1;21;16;2.5;0.2222376537851881;0.2222376537851881;0
3.8;2.1354156504062622;7;1;9;10;0.5;0.22068538876945737;0.22068538876945734;0
4.4;1.9595917942265424;7;1;25;19;3.0;0.29113596032144545;0.29113596032144545;0
3.6666666666666665;1.699673171197595;6;1;14;8;3.0;0.27950849718747367;0.2795084971874737;0
4.125;1.899835519196333;7;1;12;21;4.5;0.2731278717476428;0.2731278717476428;0
3.3;1.8466185312619385;6;1;20;13;3.5;0.332264954516723;0.332264954516723;0
4.571428571428571;2.0603150145508513;7;1;15;17;1.0;0.21684573810839994;0.21684573810839988;0
4.333333333333333;2.1081851067789197;7;1;20;19;0.5;0.279630505622511;0.279630505622511;0
4.888888888888889;1.7284832429004495;7;2;23;21;1.0;0.2500939047064118;0.2500939047064118;0
4.0;2.345207879911715;7;1;16;16;0.0;0.26722395398173543;0.26722395398173543;0
4.111111111111111;1.7916128329552332;7;2;18;19;0.5;0.26447750322145447;0.26447750322145447;0
4.5;2.0615528128088303;7;1;21;24;1.5;0.20253495541082606;0.20253495541082608;0
4.888888888888889;1.5234788000891208;7;2;29;15;7.0;0.26162590039021383;0.2616259003902138;0
3.142857142857143;1.8844151368961313;7;1;10;12;1.0;0.3226813938947326;0.3226813938947326;0
3.375;1.4947825928876748;6;1;13;14;0.5;0.30120562144304164;0.3012056214430416;0
3.375;1.653594569415369;6;1;14;13;0.5;0.2655902755080548;0.26559027550805475;0
4.875;1.2686114456365274;7;3;19;20;0.5;0.2274829925615581;0.22748299256155813;0
3.4;1.854723699099141;6;1;7;10;1.5;0.3517574922206112;0.35175749222061115;0
3.8;2.08806130178211;6;1;23;15;4.0;0.3315954697452237;0.3315954697452237;0
4.333333333333333;1.3743685418725535;7;3;14;12;1.0;0.31872886430205755;0.31872886430205755;0
4.1;1.7;7;1;17;24;3.5;0.29732175627990903;0.297321756279909;0
4.111111111111111;1.7916128329552332;6;1;12;25;6.5;0.2850649097021312;0.2850649097021312;0
4.428571428571429;1.9897697538834458;7;1;19;12;3.5;0.3059546025110967;0.3059546025110967;0
3.6;1.9078784028338915;7;1;19;17;1.0;0.3198922721161566;0.3198922721161566;0
2.5;1.5;5;1;9;6;1.5;0.41874481754670373;0.41874481754670373;0
4.444444444444445;1.3425606637327303;7;2;18;22;2.0;0.17285480262010572;0.1728548026201057;0
4.222222222222222;2.3465235646603197;7;1;19;19;0.0;0.3110688161870618;0.3110688161870618;0
5.0;1.927248223318863;7;1;13;22;4.5;0.22155784808934026;0.22155784808934026;0
3.75;1.984313483298443;6;1;17;13;2.0;0.28746225597652136;0.28746225597652136;0
3.5714285714285716;2.381904571504724;7;1;13;12;0.5;0.30255862031729924;0.30255862031729924;0
4.0;2.3664319132398464;7;1;21;19;1.0;0.3313957290788471;0.3313957290788471;0
3.875;1.7633419974582356;6;1;15;16;0.5;0.33517719194479806;0.33517719194479806;0
5.125;1.5360257159305635;7;2;21;20;0.5;0.15426660669452438;0.1542666066945244;0
3.888888888888889;1.286204100310025;5;1;18;17;0.5;0.32385707020295074;0.32385707020295074;0
4.25;2.165063509461097;7;1;11;6;2.5;0.18718510973398086;0.18718510973398086;0
4.777777777777778;1.7497795275581802;7;1;27;16;5.5;0.22549740657686043;0.22549740657686043;0
4.833333333333333;2.1921577396609844;7;1;15;14;0.5;0.2567555382062807;0.2567555382062807;0
4.4;1.8;7;1;21;23;1.0;0.2522142306464676;0.2522142306464676;0
3.8;1.6;5;1;14;5;4.5;0.30983866769659335;0.30983866769659335;0
4.5;1.8027756377319946;6;1;18;18;0.0;0.19860625479688307;0.19860625479688307;0
4.285714285714286;1.7496355305594127;7;1;14;16;1.0;0.28468839143276714;0.28468839143276714;0
2.888888888888889;1.7916128329552332;7;1;14;12;1.0;0.36147190147522595;0.3614719014752259;0
3.0;1.5811388300841898;5;1;5;7;1.0;0.206155281280883;0.206155281280883;0
3.2222222222222223;1.9876159799998132;7;1;18;11;3.5;0.321306071111066;0.32130607111106607;0
3.8;2.1354156504062622;7;1;22;16;3.0;0.3201742722734766;0.3201742722734766;0
4.333333333333333;2.211083193570267;7;1;20;19;0.5;0.3257549541257265;0.32575495412572647;0
4.5;2.1095023109728985;7;1;24;21;1.5;0.2594691947776243;0.2594691947776243;0
4.625;1.2183492931011204;6;2;23;14;4.5;0.2758116179770372;0.2758116179770372;0
5.2;1.16619037896906;6;3;13;13;0.0;0.154344492037203;0.154344492037203;0
3.2;1.469693845669907;5;1;8;8;0.0;0.3124099870362662;0.3124099870362662;0
3.5714285714285716;1.7612611437054218;6;1;11;14;1.5;0.31671141824850524;0.31671141824850524;0
4.75;2.0463381929681126;7;1;15;23;4.0;0.30943909097011024;0.30943909097011024;0
3.5714285714285716;1.5907898179514348;6;1;16;9;3.5;0.2488750198597764;0.24887501985977636;0
3.6666666666666665;2.4267032964268394;7;1;10;12;1.0;0.31056499687497086;0.3105649968749708;0
3.5555555555555554;1.1653431646335017;5;1;16;16;0.0;0.3270812855431165;0.32708128554311655;0
4.444444444444445;1.640535895581489;7;2;23;17;3.0;0.25640721519473525;0.25640721519473525;0
5.25;1.479019945774904;7;2;21;21;0.0;0.18873436285483952;0.18873436285483952;0
4.0;2.0976176963403033;7;1;18;22;2.0;0.28541611425538677;0.28541611425538677;0
2.8;1.7204650534085253;6;1;4;10;3.0;0.3431876713662334;0.3431876713662334;0
3.0;2.345207879911715;7;1;7;5;1.0;0.26904498523784576;0.26904498523784576;0
4.6;2.5768197453450252;7;1;14;9;2.5;0.35685702847990847;0.35685702847990847;0
3.2222222222222223;1.617802197617893;6;1;15;14;0.5;0.31190375216929334;0.31190375216929334;0
3.375;1.653594569415369;6;1;13;14;0.5;0.20598678490513792;0.20598678490513792;0
4.0;2.516611478423583;7;1;13;11;1.0;0.32087449795306877;0.32087449795306877;0
4.75;2.277608394786075;7;2;5;14;4.5;0.1662409529020112;0.1662409529020112;0
4.222222222222222;1.8121673811444545;7;1;20;18;1.0;0.22374759922337997;0.22374759922337997;0
4.166666666666667;2.3392781412697;7;1;10;15;2.5;0.2626492544999753;0.26264925449997534;0
3.2857142857142856;2.0503857277724746;7;1;15;8;3.5;0.35445636819116444;0.35445636819116444;0
2.0;0.816496580927726;3;1;5;1;2.0;0.15713484026367724;0.15713484026367722;0
4.285714285714286;1.9059520091609048;7;1;14;16;1.0;0.31264110146867885;0.3126411014686788;0
4.2;2.4819347291981715;7;1;12;9;1.5;0.2089819834046828;0.20898198340468277;0
3.3333333333333335;1.1547005383792515;5;1;15;15;0.0;0.3488074922742725;0.3488074922742725;0
3.0;1.7638342073763937;7;1;15;12;1.5;0.31447004374855475;0.31447004374855475;0
3.5;2.0615528128088303;6;1;10;4;3.0;0.18484227510682366;0.18484227510682363;0
2.5;0.9574271077563381;4;1;9;6;1.5;0.29528182813151804;0.29528182813151804;0
4.428571428571429;2.381904571504724;7;1;19;12;3.5;0.29011312523539334;0.2901131252353933;0
4.25;1.984313483298443;7;1;18;16;1.0;0.30427774390597145;0.30427774390597145;0
2.5;1.118033988749895;4;1;7;3;2.0;0.369754986443726;0.369754986443726;0
3.8;1.9390719429665317;7;1;11;8;1.5;0.31973983188008176;0.31973983188008176;0
3.8;2.1354156504062622;7;1;19;19;0.0;0.33940357184404946;0.33940357184404946;0
3.375;1.9324531042175384;7;1;16;11;2.5;0.27635062449491615;0.27635062449491615;0
3.75;2.165063509461097;7;1;6;9;1.5;0.26904498523784576;0.26904498523784576;0
2.75;1.479019945774904;5;1;5;6;0.5;0.3662876829305985;0.3662876829305985;0
5.0;2.0;7;1;19;21;1.0;0.27535391959697064;0.27535391959697064;0
3.2;1.7204650534085253;6;1;11;5;3.0;0.3666666666666667;0.3666666666666667;0
4.222222222222222;2.042752923427804;7;1;16;22;3.0;0.34444891454279664;0.34444891454279664;0
3.4444444444444446;1.7708197167232473;6;1;14;17;1.5;0.34020690871988585;0.34020690871988585;0
3.8333333333333335;1.8633899812498247;6;1;15;8;3.5;0.3739697782732294;0.37396977827322947;0
3.625;1.4086784586980805;5;1;16;13;1.5;0.23687784005919826;0.23687784005919826;0
5.0;2.0548046676563256;7;1;19;26;3.5;0.250416075475116;0.250416075475116;0
5.222222222222222;1.9876159799998132;7;2;21;26;2.5;0.1560245602181991;0.1560245602181991;0
4.6;2.2891046284519194;7;1;22;24;1.0;0.26483041251391476;0.2648304125139147;0
4.285714285714286;1.979486637221574;7;1;18;12;3.0;0.19874659304391593;0.1987465930439159;0
4.888888888888889;1.5947444549341472;7;2;21;23;1.0;0.24438030263162558;0.24438030263162558;0
4.7;2.238302928559939;7;1;23;24;0.5;0.2342063357591988;0.23420633575919877;0
4.714285714285714;2.3733211036908783;7;2;18;15;1.5;0.21517470277462192;0.2151747027746219;0
3.8333333333333335;1.8633899812498247;6;2;10;13;1.5;0.23992025424099095;0.23992025424099095;0
4.142857142857143;1.7261494247992246;6;2;18;11;3.5;0.3011693009684171;0.3011693009684171;0
3.375;1.9324531042175384;7;1;14;13;0.5;0.25935378331660197;0.25935378331660197;0
4.4;1.8;7;1;19;25;3.0;0.23506271175592672;0.23506271175592672;0
3.857142857142857;1.8070158058105026;6;1;17;10;3.5;0.25738524731009704;0.25738524731009704;0
4.555555555555555;1.0657403385139377;6;2;18;23;2.5;0.22825153982415708;0.22825153982415708;0
4.428571428571429;1.6781914463529615;6;2;13;18;2.5;0.2459882193960366;0.2459882193960366;0
4.8;1.8330302779823362;7;1;29;19;5.0;0.2740677871028218;0.27406778710282176;0
4.2;2.0396078054371136;7;1;15;27;6.0;0.22543734265833731;0.22543734265833734;0
4.666666666666667;2.1602468994692865;7;1;23;19;2.0;0.22932525605842793;0.22932525605842793;0
3.0;1.632993161855452;5;1;2;7;2.5;0.1885618083164127;0.1885618083164127;0
3.5;2.179449471770337;7;1;6;8;1.0;0.23928275288383072;0.23928275288383075;0
3.857142857142857;1.6413036132965795;7;2;13;14;0.5;0.2251829126780153;0.2251829126780153;0
3.625;1.9324531042175384;7;1;19;10;4.5;0.20627705450264144;0.20627705450264144;0
4.222222222222222;1.8724777273725242;7;1;16;22;3.0;0.31089462647635274;0.31089462647635274;0
4.571428571428571;1.5907898179514348;7;3;18;14;2.0;0.25377204317236507;0.25377204317236507;0
4.142857142857143;2.356060357495806;7;1;15;14;0.5;0.33046629011420586;0.3304662901142058;0
3.875;2.0879116360612584;7;1;15;16;0.5;0.24103468267858932;0.24103468267858935;0
3.5;1.6072751268321592;6;1;10;11;0.5;0.25306759942067497;0.25306759942067497;0
4.571428571428571;2.3211538298959886;7;1;17;15;1.0;0.33762748409399623;0.3376274840939961;0
4.666666666666667;2.0548046676563256;7;1;13;15;1.0;0.24349045962924518;0.24349045962924518;0
4.333333333333333;2.4267032964268394;7;1;10;16;3.0;0.3169638975827914;0.3169638975827914;0
3.142857142857143;2.0303814862216996;7;1;10;12;1.0;0.34003399829472614;0.34003399829472614;0
5.0;1.6583123951777;7;2;24;16;4.0;0.2243621280708303;0.2243621280708303;0
4.0;0.816496580927726;5;3;6;6;0.0;0.10999438818457406;0.10999438818457405;0
4.2;2.3151673805580453;7;1;9;12;1.5;0.31913147441013034;0.31913147441013034;0
4.8;2.181742422927143;7;1;25;23;1.0;0.26856003015325713;0.26856003015325713;0
4.888888888888889;2.078698548207745;7;1;21;23;1.0;0.23650260993256095;0.23650260993256095;0
4.888888888888889;2.078698548207745;7;1;20;24;2.0;0.27673677448152445;0.27673677448152445;0
3.2;1.7204650534085253;6;1;6;10;2.0;0.270801280154532;0.27080128015453203;0
3.2;1.469693845669907;6;2;8;8;0.0;0.41633319989322654;0.41633319989322654;0
4.1;2.0223748416156684;7;1;22;19;1.5;0.3355399750103287;0.3355399750103287;0
3.3333333333333335;1.8856180831641267;7;1;13;7;3.0;0.33212650013771317;0.33212650013771317;0
3.888888888888889;1.7284832429004495;6;1;17;18;0.5;0.23277416833289877;0.2327741683328988;0
3.5714285714285716;1.3997084244475304;6;2;15;10;2.5;0.28547609118708306;0.2854760911870831;0
3.75;2.165063509461097;7;1;4;11;3.5;0.2975595178559521;0.2975595178559521;0
4.0;2.0;7;1;20;12;4.0;0.3107091543090235;0.31070915430902346;0
4.8;2.227105745132009;7;1;17;7;5.0;0.1390639259844338;0.1390639259844338;0
5.166666666666667;1.7716909687891083;7;2;14;17;1.5;0.09236745114890868;0.09236745114890868;0
4.777777777777778;2.1487866228681907;7;1;23;20;1.5;0.3094871773194651;0.3094871773194651;0
4.2;2.1354156504062622;7;1;6;15;4.5;0.22857142857142856;0.22857142857142856;0
4.75;1.920286436967152;7;1;21;17;2.0;0.2755065166251932;0.2755065166251932;0
3.857142857142857;1.9587584572574412;7;1;10;17;3.5;0.2887051908325532;0.2887051908325532;0
4.333333333333333;2.494438257849294;7;1;4;9;2.5;0.1682240165014828;0.1682240165014828;0
4.75;2.0463381929681126;7;1;20;18;1.0;0.2815746740247677;0.2815746740247677;0
4.333333333333333;2.2110831935702664;7;1;13;13;0.0;0.2329216349595931;0.2329216349595931;0
4.833333333333333;2.1921577396609844;7;1;16;13;1.5;0.2699404579607164;0.2699404579607165;0
4.875;1.899835519196333;7;1;21;18;1.5;0.2721527255220316;0.2721527255220316;0
4.555555555555555;1.5713484026367723;7;2;15;26;5.5;0.2455254505007442;0.24552545050074423;0
3.7;1.676305461424021;7;1;20;17;1.5;0.2544284644795369;0.25442846447953693;0
3.3;1.4866068747318506;6;1;17;16;0.5;0.3340367577910484;0.3340367577910484;0
5.375;2.117634293262177;7;1;24;19;2.5;0.23115402954339703;0.23115402954339703;0
4.0;2.2677868380553634;7;1;14;14;0.0;0.3417563448303507;0.3417563448303507;0
3.4;1.4966629547095764;7;2;16;18;1.0;0.27668766824641317;0.27668766824641317;0
4.25;2.1065374432940898;7;2;19;15;2.0;0.26654905463362105;0.26654905463362105;0
4.285714285714286;2.1189138534559038;7;1;16;14;1.0;0.3032621473727879;0.3032621473727879;0
3.7777777777777777;1.9876159799998132;7;1;16;18;1.0;0.34576223667923756;0.34576223667923756;0
4.3;2.0024984394500787;7;2;21;22;0.5;0.33026650408241653;0.33026650408241653;0
4.6;1.9078784028338913;7;1;24;22;1.0;0.2245152248017948;0.22451522480179478;0
4.875;1.6909686573085854;7;1;20;19;0.5;0.2526656006542407;0.2526656006542407;0
5.0;1.8973665961010275;7;2;18;32;7.0;0.21090937968689136;0.21090937968689136;0
3.857142857142857;1.6413036132965795;6;1;16;11;2.5;0.22625312415627807;0.22625312415627807;0
3.6666666666666665;1.3333333333333333;5;2;18;15;1.5;0.348010216963685;0.348010216963685;0
4.5;1.707825127659933;7;2;15;12;1.5;0.22512454211129754;0.22512454211129748;0
4.222222222222222;1.617802197617893;7;2;21;17;2.0;0.32611118729780125;0.3261111872978013;0
4.1;2.2113344387495983;7;1;16;25;4.5;0.3189068630518749;0.31890686305187493;0
4.666666666666667;2.1602468994692865;7;1;25;17;4.0;0.27521518897174757;0.27521518897174757;0
4.75;2.165063509461097;7;1;14;24;5.0;0.23310070248714396;0.23310070248714396;0
3.4285714285714284;1.2936264483053452;5;1;12;12;0.0;0.29377517743213677;0.29377517743213677;0
3.8;1.661324772583615;7;1;19;19;0.0;0.2669374687916591;0.266937468791659;0
4.166666666666667;1.7716909687891083;7;2;17;8;4.5;0.15859369133644893;0.15859369133644893;0
4.444444444444445;1.7069212773041353;7;1;19;21;1.0;0.2300869559071779;0.23008695590717787;0
3.7777777777777777;1.9876159799998132;7;1;18;16;1.0;0.3166877725215962;0.3166877725215962;0
4.1;1.8681541692269403;6;1;23;18;2.5;0.26843165900384325;0.26843165900384325;0
3.6;1.9595917942265424;7;1;6;12;3.0;0.3517046276703173;0.35170462767031735;0
5.0;2.345207879911715;7;1;16;4;6.0;0.16666666666666669;0.16666666666666666;0
5.333333333333333;1.5634719199411433;7;2;18;30;6.0;0.2441757381544542;0.24417573815445426;0
3.8;2.1354156504062622;7;1;9;10;0.5;0.34733974428386927;0.34733974428386927;0
2.6;1.019803902718557;4;1;7;6;0.5;0.43588989435406733;0.43588989435406733;0
4.166666666666667;1.950783318453271;7;1;10;15;2.5;0.27421898300897996;0.27421898300897996;0
3.8333333333333335;1.950783318453271;7;1;14;9;2.5;0.3022145211270388;0.3022145211270387;0
4.7;1.8466185312619385;7;1;26;21;2.5;0.2651983384754866;0.2651983384754865;0
3.6666666666666665;1.4907119849998598;6;1;17;16;0.5;0.2664093408645103;0.2664093408645103;0
4.6;2.154065922853802;7;1;23;23;0.0;0.37743164748875674;0.3774316474887567;0
4.5;2.362907813126304;7;1;14;13;0.5;0.2522027548002769;0.2522027548002769;0
4.4;2.244994432064365;7;1;29;15;7.0;0.3305036354735368;0.3305036354735368;0
3.75;1.479019945774904;6;2;7;8;0.5;0.17052818274734272;0.1705281827473427;0
3.3333333333333335;1.632993161855452;6;1;15;15;0.0;0.3223286329190308;0.3223286329190308;0
3.7142857142857144;2.249716535431946;7;1;16;10;3.0;0.29336335401009384;0.29336335401009384;0
3.0;1.224744871391589;5;2;8;4;2.0;0.37527767497325676;0.37527767497325676;0
2.6666666666666665;1.699673171197595;5;1;6;2;2.0;0.20548046676563256;0.20548046676563259;0
4.25;1.479019945774904;7;2;17;17;0.0;0.3114904327303484;0.3114904327303484;0
4.125;1.8328597873268975;7;2;16;17;0.5;0.17111801193309986;0.17111801193309986;0
3.142857142857143;2.0303814862216996;7;1;11;11;0.0;0.3464555792156634;0.3464555792156634;0
3.2857142857142856;1.749635530559413;7;1;12;11;0.5;0.339616950820008;0.3396169508200079;0
4.428571428571429;1.761261143705422;7;2;18;13;2.5;0.18568251204608513;0.18568251204608513;0
3.6;1.7435595774162693;6;1;9;9;0.0;0.23814094799322336;0.23814094799322336;0
3.125;2.027159342528357;6;1;11;14;1.5;0.3057038781420856;0.3057038781420856;0
3.8333333333333335;2.1147629234082532;6;1;9;14;2.5;0.3415650255319866;0.34156502553198664;0
3.142857142857143;1.6413036132965795;6;1;10;12;1.0;0.18467351837776488;0.1846735183777649;0
3.125;1.6909686573085854;7;1;13;12;0.5;0.2649603612911855;0.2649603612911855;0
1.3333333333333333;0.4714045207910317;2;1;2;2;0.0;0.408248290463863;0.408248290463863;0
3.875;2.027159342528357;7;1;20;11;4.5;0.3774161580393801;0.3774161580393801;0
4.571428571428571;1.9897697538834458;7;1;15;17;1.0;0.2368416952646947;0.2368416952646947;0
4.0;1.7888543819998317;7;1;12;28;8.0;0.27675435050156294;0.27675435050156294;0
4.4;1.9595917942265424;7;1;23;21;1.0;0.25210002334134657;0.25210002334134657;0
3.75;2.165063509461097;7;1;6;9;1.5;0.26904498523784576;0.26904498523784576;0
3.3333333333333335;1.8257418583505538;7;1;15;15;0.0;0.38328321339177696;0.38328321339177696;0
2.857142857142857;1.2453996981544782;4;1;9;11;1.0;0.29498837365152064;0.29498837365152064;0
3.4285714285714284;1.9166296949998198;6;1;13;11;1.0;0.30163951093618874;0.30163951093618874;0
4.2;1.7776388834631176;6;1;16;26;5.0;0.18487232831816064;0.18487232831816064;0
4.125;2.0879116360612584;7;1;18;15;1.5;0.3248664255420132;0.3248664255420132;0
3.6666666666666665;2.1343747458109497;6;1;11;11;0.0;0.3602553963749661;0.3602553963749661;0
3.7142857142857144;1.385051387833237;6;2;16;10;3.0;0.25181878089749066;0.25181878089749066;0
4.5;1.5;6;2;12;15;1.5;0.16749792701868155;0.1674979270186815;0
4.777777777777778;1.7497795275581802;7;1;24;19;2.5;0.2064807612120482;0.2064807612120482;0
3.7142857142857144;1.749635530559413;6;1;11;15;2.0;0.2613630761916685;0.26136307619166843;0
2.0;1.0;3;1;0;4;2.0;0.0;0.0;0
3.875;1.7633419974582356;7;1;13;18;2.5;0.32037401412813027;0.3203740141281303;0
3.7;1.7349351572897473;7;1;17;20;1.5;0.34098372095920304;0.34098372095920315;0
3.6666666666666665;1.699673171197595;6;2;8;3;2.5;0.23570226039551584;0.23570226039551584;0
3.0;1.8257418583505538;7;1;11;16;2.5;0.3053932320387587;0.3053932320387587;0
3.0;1.5811388300841898;5;1;6;6;0.0;0.34164125921791116;0.34164125921791116;0
4.333333333333333;1.7950549357115013;7;1;13;13;0.0;0.3144480100436448;0.31444801004364487;0
3.3333333333333335;0.7453559924999298;4;2;9;11;1.0;0.22779471481745453;0.2277947148174545;0
3.375;1.79843682124227;7;1;14;13;0.5;0.32733062383710343;0.32733062383710343;0
3.2857142857142856;1.9794866372215738;7;1;8;15;3.5;0.29228950178372454;0.29228950178372454;0
4.714285714285714;1.8294640678379568;7;2;10;23;6.5;0.2264907729875713;0.22649077298757134;0
4.0;1.9493588689617927;7;1;21;19;1.0;0.2932421974998786;0.2932421974998786;0
3.1666666666666665;2.1147629234082532;6;1;8;11;1.5;0.35572912430182496;0.35572912430182496;0
3.0;0.8944271909999159;4;2;8;7;0.5;0.2603416558635551;0.2603416558635551;0
2.6666666666666665;1.699673171197595;5;1;6;2;2.0;0.43204937989385733;0.43204937989385733;0
4.0;2.3570226039551585;7;1;20;16;2.0;0.34411878394728257;0.34411878394728257;0
3.8333333333333335;1.9507833184532708;6;1;9;14;2.5;0.2593915006650834;0.2593915006650834;0
3.5555555555555554;2.006163342807532;7;1;16;16;0.0;0.29975214419013924;0.29975214419013924;0
3.857142857142857;2.099562636671296;7;1;10;17;3.5;0.3073173956584664;0.3073173956584664;0
4.142857142857143;1.64130361329658;6;1;14;15;0.5;0.22190169627966205;0.22190169627966203;0
4.0;1.9364916731037085;7;1;13;19;3.0;0.33175594036618844;0.33175594036618844;0
3.875;2.027159342528357;7;1;13;18;2.5;0.3343437068133843;0.3343437068133843;0
4.111111111111111;2.1314806770278754;7;1;14;23;4.5;0.3535880306159496;0.3535880306159496;0
3.7142857142857144;1.6659862556700857;6;1;11;15;2.0;0.3324307508062885;0.3324307508062885;0
4.75;1.3919410907075054;7;3;21;17;2.0;0.20503490072637148;0.2050349007263715;0
4.571428571428571;2.1285234893930487;7;1;15;17;1.0;0.30139969954932955;0.30139969954932955;0
3.8;1.7204650534085253;6;1;8;11;1.5;0.34409301068170506;0.34409301068170506;0
4.125;1.964529205687714;7;1;23;10;6.5;0.1948382138172388;0.1948382138172388;0
5.142857142857143;1.456862718169367;7;3;18;18;0.0;0.3562856573950419;0.3562856573950419;0
4.5;2.29128784747792;7;1;8;10;1.0;0.3662891338708217;0.3662891338708217;0
3.375;1.7275343701356567;6;1;8;19;5.5;0.34105636549468543;0.34105636549468543;0
3.7777777777777777;1.9876159799998132;7;1;18;16;1.0;0.2830440576651399;0.2830440576651399;0
3.75;1.713913650100261;7;1;8;22;7.0;0.2257936289996363;0.2257936289996363;0
4.0;2.0548046676563256;7;1;20;16;2.0;0.3118552810220397;0.3118552810220397;0
4.777777777777778;1.617802197617893;7;2;22;21;0.5;0.24005309081233508;0.24005309081233506;0
3.9;2.3;7;1;18;21;1.5;0.3525417908358019;0.35254179083580184;0
4.625;1.9324531042175384;7;1;12;25;6.5;0.1621103386732688;0.16211033867326877;0
4.0;2.0701966780270626;6;1;15;13;1.0;0.2843618786063546;0.2843618786063546;0
3.25;2.277608394786075;7;1;5;8;1.5;0.3549036948991391;0.35490369489913914;0
3.8;2.181742422927143;7;1;23;15;4.0;0.2831632142346382;0.2831632142346382;0
4.9;1.3;7;2;30;19;5.5;0.20918601016337723;0.20918601016337723;0
3.5;2.0;7;1;14;14;0.0;0.3025191847517396;0.3025191847517396;0
5.1;1.5132745950421556;7;2;24;27;1.5;0.21282584727857018;0.21282584727857018;0
3.8;1.8330302779823362;7;2;7;12;2.5;0.3809226178849538;0.38092261788495385;0
4.666666666666667;1.8856180831641267;7;2;14;14;0.0;0.11989119111607426;0.11989119111607424;0
3.3;1.7916472867168916;6;1;19;14;2.5;0.27080640891808877;0.2708064089180887;0
4.142857142857143;2.030381486221699;7;1;13;16;1.5;0.30820606091092634;0.30820606091092634;0
4.2;1.9390719429665317;7;2;10;11;0.5;0.3487587318781058;0.3487587318781058;0
3.0;1.4142135623730951;5;1;8;7;0.5;0.3504917180825311;0.35049171808253105;0
3.8333333333333335;1.3437096247164249;6;2;15;8;3.5;0.26881369472022026;0.2688136947202203;0
4.625;2.1758618981911515;7;1;22;15;3.5;0.2322130540997449;0.2322130540997449;0
4.0;2.449489742783178;7;1;1;11;5.0;0.4714045207910317;0.4714045207910317;0
4.666666666666667;1.4142135623730951;6;2;22;20;1.0;0.15290959520994826;0.15290959520994826;0
2.75;1.479019945774904;5;1;6;5;0.5;0.28903575326707714;0.2890357532670771;0
5.0;1.8257418583505538;7;1;17;28;5.5;0.17852733141590466;0.17852733141590466;0
4.5;2.1563858652847827;7;1;24;21;1.5;0.29403017106514534;0.29403017106514534;0
3.5;2.0615528128088303;6;1;8;6;1.0;0.35619517121937516;0.35619517121937516;0
3.857142857142857;1.8844151368961313;7;1;14;13;0.5;0.22277483466717796;0.22277483466717796;0
3.75;1.713913650100261;7;1;21;9;6.0;0.2972353180989716;0.2972353180989716;0
3.875;1.7633419974582356;7;2;12;19;3.5;0.22336264910649903;0.22336264910649906;0
4.0;1.247219128924647;6;2;19;17;1.0;0.31671539586087166;0.31671539586087166;0
4.875;1.7633419974582356;7;2;25;14;5.5;0.2331280605204805;0.2331280605204805;0
3.9;1.7578395831246947;7;1;19;20;0.5;0.2845772016052399;0.28457720160523997;0
4.8;1.469693845669907;7;3;7;17;5.0;0.18586684820260707;0.18586684820260707;0
3.9;1.9723082923316022;7;1;24;15;4.5;0.3092857142857143;0.3092857142857143;0
